BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
BGC0002536	BGC0002536	Kitasatospora azatica KCTC 9699 BR98DRAFT_unitig_0_quiver.3_C, whole genome shotgun sequence		Others	Kitasatospora azatica KCTC 9699	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Kitasatospora
BGC0002537	BGC0002537	Aspergillus sp. TJ23 DNA, biosynthetic gene cluster of emeridone F, complete sequence	T1PKS	PKSI	Aspergillus sp.	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0002538	BGC0002538	Chaetomium olivaceum strain SD-80A haetolivacine biosynthetic gene cluster, partial sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Chaetomium olivaceum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,Chaetomium
BGC0002539	BGC0002539	Discosia rubi chaetoglobosin P biosynthetic gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Discosia rubi	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Sporocadaceae,Discosia
BGC0002540	BGC0002540	Streptomyces hygrospinosus subsp. beijingensis strain CGMCC 4.1123 tetramycin biosynthetic gene cluster, complete sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids	Streptomyces hygrospinosus subsp. beijingensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002541	BGC0002541	Streptomyces sp. strain A793 biosynthetic gene cluster, complete sequence	T1PKS	PKSI	Streptomyces sp.	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002542	BGC0002542	UNVERIFIED: Moorena bouillonii bAprat14 hypothetical protein-like gene, partial sequence; ISAs 1 family transposase, membrane protein, and hypothetical protein genes, complete cds; and apratoxin A gene cluster, complete sequence	T1PKS.PKS-like.NRPS	PKS-NRP_Hybrids	Moorena bouillonii bAprat14	Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Oscillatoriaceae,Moorena
BGC0002543	BGC0002543	Phialomyces arenicola strain NRRL 8095 acrophiarin biosynthetic gene cluster, complete sequence	NRPS	NRPS	Phialomyces arenicola	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Phialomyces
BGC0002544	BGC0002544	Amycolatopsis methanolica strain 239T siderophore biosynthetic gene cluster, complete sequence	NRPS	NRPS	Amycolatopsis methanolica	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis methanolica group
BGC0002545	BGC0002545	Micromonospora sp. strain MD118 sungeidine biosynthetic gene cluster, complete sequence	T1PKS	PKSI	Micromonospora sp.	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora,unclassified Micromonospora
BGC0002546	BGC0002546	Chaetomium globosum strain E-C-2 PKS-NRPS hybrid gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Chaetomium globosum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,Chaetomium
BGC0002547	BGC0002547	Streptomyces youssoufiensis strain OUC6819 youssoufenes biosynthetic gene cluster, complete sequence	arylpolyene	Others	Streptomyces youssoufiensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002548	BGC0002548	Pseudomonas sp. NPRS biosynthetic gene cluster, complete sequence	NRPS	NRPS	Pseudomonas sp.	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0002550	BGC0002550	Streptomyces olivaceus strain SCSIO T05 lobophorin biosynthetic gene cluster, complete sequence	T1PKS.oligosaccharide	Others	Streptomyces olivaceus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002551	BGC0002551	Nostoc sp. UHCC-0398 muscoride biosynthetic gene cluster, complete sequence	RRE-containing.cyanobactin	RiPPs	Nostoc sp. UHCC-0398	Bacteria,Cyanobacteria,Nostocales,Nostocaceae,Nostoc
BGC0002552	BGC0002552	Amycolatopsis sp. CP2808	NRPS-like.T1PKS	PKS-NRP_Hybrids	Amycolatopsis sp. CP2808	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,unclassified Amycolatopsis
BGC0002553	BGC0002553	Rathayibacter iranicus strain FH176 tunicamycin gene cluster, complete sequence	nucleoside	Others	Rathayibacter iranicus	Bacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Rathayibacter
BGC0002554	BGC0002554	Streptomyces exfoliatus 2419-SVT2 DNA, carquinostatin A biosynthetic gene cluster	terpene	Terpene	Streptomyces exfoliatus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002555	BGC0002555	Acremonium sp. isolate PF EmeA (emeA), EmeB (emeB), and EmeC (emeC) genes, complete cds	NRPS	NRPS	Acremonium sp.	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Hypocreales incertae sedis,Acremonium,unclassified Acremonium
BGC0002556	BGC0002556	Streptomyces sp. strain CPCC 204980	T2PKS	PKSother	Streptomyces sp.	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002557	BGC0002557	Penicillium griseofulvum strain NRRL 35584 penifulvin biosynthetic gene cluster, complete sequence	terpene	Terpene	Penicillium griseofulvum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0002558	BGC0002558	Streptomyces sp. BYK-11038 DNA, scopranone biosynthetic gene cluster, complete sequence	T1PKS.PKS-like	PKSother	Streptomyces sp.	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002559	BGC0002559	Streptomyces hygroscopicus strain ATCC 21840	T1PKS	PKSI	Streptomyces hygroscopicus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces violaceusniger group
BGC0002560	BGC0002560	Streptomyces sp. NRRL S-4 P198contig2.1, whole genome shotgun sequence	thioamitides.lanthipeptide-class-v	RiPPs	Streptomyces sp. NRRL S-4	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002561	BGC0002561	Streptomyces sp. strain NA04227 arabinose ABC transporter permease, hypothetical protein, and RNA polymerase subunit sigma genes, complete cds; spz gene cluster, complete sequence; and YdcF family protein and N-acetyltransferase genes, complete cds	T3PKS.phenazine	Others	Streptomyces sp.	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002563	BGC0002563	Paraburkholderia caledonica strain PHRS4 chromosome PHRS4_A, complete sequence	NRPS	NRPS	Paraburkholderia caledonica	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia
BGC0002564	BGC0002564	Paraburkholderia megapolitana strain LMG 23650 chromosome 2, complete sequence	NRPS	NRPS	Paraburkholderia megapolitana	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia
BGC0002565	BGC0002565	Burkholderia plantarii strain PG1 chromosome 2, complete sequence	NRPS	NRPS	Burkholderia plantarii	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
BGC0002566	BGC0002566	Amycolatopsis japonica strain MG417-CF17, complete genome		Others	Amycolatopsis japonica	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis japonica group
BGC0002567	BGC0002567	Streptomyces sp. MA5143a genome assembly, contig: 5132a_contig8, whole genome shotgun sequence		Others	Streptomyces sp. MA5143a	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002568	BGC0002568	Streptomyces scabiei 87.22 complete genome		Others	Streptomyces scabiei 87.22	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002569	BGC0002569	Burkholderia cenocepacia J2315 chromosome 1, complete genome	NRPS	NRPS	Burkholderia cenocepacia J2315	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cepacia complex
BGC0002570	BGC0002570	Pseudomonas syringae pv. tomato str. DC3000, complete genome	T1PKS.NRPS	PKS-NRP_Hybrids	Pseudomonas syringae pv. tomato str. DC3000	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0002571	BGC0002571	Pseudomonas syringae pv. tomato str. DC3000, complete sequence		Others	Pseudomonas syringae pv. tomato str. DC3000	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0002572	BGC0002572	Nostoc sp. UHCC 0702 chromosome, complete genome	NRPS	NRPS	Nostoc sp. UHCC 0702	Bacteria,Cyanobacteria,Nostocales,Nostocaceae,Nostoc
BGC0002573	BGC0002573	Streptomyces mozunensis strain MK-23 phosphoramidon gene cluster, complete sequence; and TalB (talB) gene, complete cds	other	Others	Streptomyces mozunensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002575	BGC0002575	Streptococcus suis strain LSS65 genome assembly, contig: ERS132427SCcontig000001, whole genome shotgun sequence	lassopeptide	RiPPs	Streptococcus suis	Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
BGC0002576	BGC0002576	Thermoactinomyces sp. strain YM3-251 McmL gene, complete cds	RRE-containing	RiPPs	Thermoactinomyces sp.	Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Thermoactinomyces,unclassified Thermoactinomyces
BGC0002577	BGC0002577	Lactococcus lactis strain LMGT 2081 lactococcin G gene locus, complete sequence	RiPP-like	RiPPs	Lactococcus lactis	Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus
BGC0002578	BGC0002578	Streptomyces venezuelae ATCC 10712 complete genome	butyrolactone	Others	Streptomyces venezuelae ATCC 10712	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002579	BGC0002579	Carnobacterium piscicola transposase, bacteriocin, histidine protein kinase, ATP dependent transloactor, accessory protein, and carnobacteriocin B2 genes, complete cds	RiPP-like	RiPPs	Carnobacterium maltaromaticum	Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium
BGC0002580	BGC0002580	Lactococcus cremoris strain 9B4 lactococcin MN gene cluster, partial sequence	RiPP-like	RiPPs	Lactococcus cremoris	Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus
BGC0002581	BGC0002581	Streptomyces sp. strain 120454 transposase, ATPase AAA, hypothetical protein, ATP-binding protein, acyl carrier protein, nonribosomal peptide synthetase, dioxygenase, nonribosomal peptide synthetase, MbtH protein, P450+A+T, alpha/beta hydrolase, O-methyltransferase, ABC transporter, and zinc/manganese transport system substrate-binding protein genes, complete cds	NRPS-like.NRPS	NRPS	Streptomyces sp.	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002582	BGC0002582	Streptomyces chrestomyceticus strain NA04264 F420H2-dependent reductase, non-ribosomal peptide synthetase, and cytochrome P450 genes, complete cds	NRPS-like	NRPS	Streptomyces chrestomyceticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002583	BGC0002583	Streptococcus mutans UA159, complete genome	RaS-RiPP	RiPPs	Streptococcus mutans UA159	Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
BGC0002584	BGC0002584	Streptomyces sp. FXJ1.264 putative azolemycin biosynthetic gene cluster, complete sequence	LAP	RiPPs	Streptomyces sp. FXJ1.264	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002585	BGC0002585	Streptococcus uberis ubericin K bacteriocin gene cluster, complete sequence	RiPP-like	RiPPs	Streptococcus uberis	Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
BGC0002586	BGC0002586	Lactiplantibacillus plantarum strain A-1 plasmid pA1_ASM1, complete sequence	glycocin	RiPPs	Lactiplantibacillus plantarum	Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus
BGC0002587	BGC0002587	Streptomyces ossamyceticus strain DSM 40824 substr. PFL_A933	T1PKS	PKSI	Streptomyces ossamyceticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002588	BGC0002588	Uncultured bacterium enduracididine-containing biosynthetic gene cluster	NRPS	NRPS	uncultured bacterium	Bacteria,environmental samples
BGC0002591	BGC0002591	Streptomyces sp. strain NA04227 aurachin biosynthetic gene cluster, complete sequence	terpene.ladderane	Others	Streptomyces sp.	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002592	BGC0002592	Aspergillus terreus NIH2624 scaffold_12 genomic scaffold, whole genome shotgun sequence	T1PKS	PKSI	Aspergillus terreus NIH2624	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0002594	BGC0002594	Fusarium graminearum PH-1 chromosome 2, whole genome shotgun sequence	T1PKS	PKSI	Fusarium graminearum PH-1	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium
BGC0002596	BGC0002596	Claviceps purpurea 20.1 WGS project CAGA00000000 data, contig scaffold00062, whole genome shotgun sequence	T1PKS	PKSI	Claviceps purpurea 20.1	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Claviceps
BGC0002597	BGC0002597	Nodularia sp. LEGE 06071 genomic sequence, sequence	NRPS-like.T1PKS.NRPS	PKS-NRP_Hybrids	Nodularia sp. LEGE 06071	Bacteria,Cyanobacteria,Nostocales,Aphanizomenonaceae,Nodularia
BGC0002598	BGC0002598	Aspergillus westerdijkiae culture ITEM:17414 ochratoxin biosynthetic gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Aspergillus westerdijkiae	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0002602	BGC0002602	Aspergillus flavus culture SRRC:0537 aspergillic acid gene cluster, complete sequence	NRPS-like	NRPS	Aspergillus flavus	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0002603	BGC0002603	Aspergillus versicolor 0312 biosynthetic gene cluster of chevalone E and its oxidized derivatives, complete sequence	terpene.T1PKS	Others	Aspergillus versicolor	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Nidulantes
BGC0002604	BGC0002604	Aspergillus felis 0260 DNA, sartorypyrone A biosynthetic gene cluster, complete sequence	terpene.T1PKS	Others	Aspergillus felis	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0002605	BGC0002605	Aspergillus carbonarius culture ITEM:5010 ochratoxin A biosynthetic gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Aspergillus carbonarius	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0002606	BGC0002606	Aspergillus niger culture CBS:513.88 ochratoxin A biosynthetic gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Aspergillus niger	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0002607	BGC0002607	Aspergillus westerdijkiae culture CECT:2948 ochratoxin A biosynthetic gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Aspergillus westerdijkiae	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0002608	BGC0002608	Aspergillus steynii culture CBS:112.812 ochratoxin A biosynthetic gene cluster, complete sequence		Others	Aspergillus steynii	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0002609	BGC0002609	Aspergillus welwitschiae strain ITEM 7468 ochratoxin biosynthetic gene cluster, complete sequence		Others	Aspergillus welwitschiae	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0002610	BGC0002610	Aspergillus stellatus DNA, stellatic acid biosynthetic gene cluster, complete sequence, strain: NBRC 32302		Others	Aspergillus stellatus	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0002611	BGC0002611	Aspergillus mulundensis strain Y-30462 putative mulundocandin biosynthetic gene cluster, partial sequence; aconitase (htyD) gene, partial cds; and isopropyl malate dehydrogenase (htyC), non-heme iron a-ketoglutarate dependent dioxygenase, cytochrome P450, AMP-dependent CoA ligase, and non-heme iron a-ketoglutarate dependent dioxygenase genes, complete cds	NRPS.betalactone	Others	Aspergillus mulundensis	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0002612	BGC0002612	Aspergillus stellifer DNA, anditomin biosynthetic gene cluster, complete sequence, strain: NBRC 32302	T1PKS	PKSI	Aspergillus stellatus	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0002613	BGC0002613	Vibrio neptunius strain PP-145.98 NODE_21_length_102738_cov_40.499635, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Vibrio neptunius	Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
BGC0002614	BGC0002614	Penicillium shearii IFM 42152 DNA, diterpenoid pyrones biosynthesis gene cluster	terpene.T1PKS	Others	Penicillium shearii	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0002615	BGC0002615	Penicillium terrestre isolate LM2 macrophorin biosynthetic gene cluster, complete sequence	T1PKS	PKSI	Penicillium terrestre	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0002616	BGC0002616	Penicillium roqueforti strain PTX.PR.27 mycophenolic acid biosynthesis gene cluster, partial sequence	T1PKS	PKSI	Penicillium roqueforti	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0002617	BGC0002617	Penicillium sp. YT-2016 psychrophilin biosynthetic gene cluster, partial sequence	NRPS	NRPS	Penicillium sp. YT-2016	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0002618	BGC0002618	Penicillium crustosum strain PN2402 penitremane gene cluster, partial sequence	terpene.NRPS.indole	Others	Penicillium crustosum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0002619	BGC0002619	Penicillium brevicompactum strain NRRL864 mycophenolic acid biosynthesis gene cluster, complete sequence	T1PKS	PKSI	Penicillium brevicompactum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0002620	BGC0002620	Fulvivirga marina strain 29W222 fulvivirgamide biosynthetic gene cluster, complete sequence	siderophore	Others	Fulvivirga marina	Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Fulvivirgaceae,Fulvivirga
BGC0002621	BGC0002621	Streptomyces angustmyceticus strain JCM 4053 angustmycin biosynthetic gene cluster, complete sequence		Others	Streptomyces angustmyceticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002622	BGC0002622	Oryza sativa Japonica Group DNA, chromosome 9, cultivar: Nipponbare, complete sequence		Others	Oryza sativa Japonica Group	Eukaryota,Viridiplantae,Streptophyta,Embryophyta,Tracheophyta,Spermatophyta,Magnoliopsida,Liliopsida,Poales,Poaceae,BOP clade,Oryzoideae,Oryzeae,Oryzinae,Oryza,Oryza sativa
